0,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,
175,0,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,
175,175,0,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,
175,175,175,0,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,
175,175,175,175,0,2,2,4,4,6,6,8,8,4,4,8,8,6,10,10,12,12,12,12,14,14,14,14,14,14,10,10,10,10,10,10,10,12,12,12,12,8,6,6,6,6,6,6,6,2,4,4,8,6,6,8,12,10,10,10,10,12,12,12,8,10,10,10,2,4,4,4,4,6,6,6,8,10,10,10,14,16,16,16,10,12,14,14,12,14,6,8,8,8,2,1,4,3,6,5,10,9,12,11,8,7,6,5,10,9,8,7,10,9,4,3,8,7,6,5,8,7,8,7,10,9,10,9,12,11,4,3,6,5,12,11,10,9,14,13,14,13,10,9,12,11,16,15,12,11,14,13,10,9,12,11,8,7,8,7,4,3,6,5,6,5,10,9,6,5,6,5,4,3,
175,175,175,175,2,0,2,4,4,6,6,8,8,4,4,8,8,6,10,10,12,12,12,12,14,14,14,14,14,14,10,10,10,10,10,10,10,12,12,12,12,8,6,6,6,6,6,6,6,2,4,4,8,6,6,8,12,10,10,10,10,12,12,12,8,10,10,10,2,4,4,4,4,6,6,6,8,10,10,10,14,16,16,16,10,12,14,14,12,14,6,8,8,8,2,1,4,3,6,5,10,9,12,11,8,7,6,5,10,9,8,7,10,9,4,3,8,7,6,5,8,7,8,7,10,9,10,9,12,11,4,3,6,5,12,11,10,9,14,13,14,13,10,9,12,11,16,15,12,11,14,13,10,9,12,11,8,7,8,7,4,3,6,5,6,5,10,9,6,5,6,5,4,3,
175,175,175,175,2,2,0,4,4,6,6,8,8,4,4,8,8,6,10,10,12,12,12,12,14,14,14,14,14,14,10,10,10,10,10,10,10,12,12,12,12,8,6,6,6,6,6,6,6,2,4,4,8,6,6,8,12,10,10,10,10,12,12,12,8,10,10,10,2,4,4,4,4,6,6,6,8,10,10,10,14,16,16,16,10,12,14,14,12,14,6,8,8,8,2,1,4,3,6,5,10,9,12,11,8,7,6,5,10,9,8,7,10,9,4,3,8,7,6,5,8,7,8,7,10,9,10,9,12,11,4,3,6,5,12,11,10,9,14,13,14,13,10,9,12,11,16,15,12,11,14,13,10,9,12,11,8,7,8,7,4,3,6,5,6,5,10,9,6,5,6,5,4,3,
175,175,175,175,4,4,4,0,2,6,6,8,8,4,4,6,6,4,8,8,10,10,10,10,12,12,12,12,12,12,8,8,8,8,8,8,8,10,10,10,10,8,6,6,6,6,6,6,6,4,4,4,8,6,6,6,10,8,8,8,10,12,12,12,8,10,10,10,2,4,4,4,2,4,4,4,6,8,8,8,12,14,14,14,8,10,12,12,10,12,6,8,8,8,4,3,2,1,6,5,8,7,12,11,8,7,6,5,10,9,8,7,10,9,4,3,6,5,4,3,6,5,6,5,8,7,8,7,10,9,4,3,6,5,10,9,8,7,12,11,12,11,8,7,12,11,14,13,10,9,12,11,8,7,10,9,8,7,8,7,4,3,4,3,6,5,10,9,6,5,6,5,4,3,
175,175,175,175,4,4,4,2,0,6,6,8,8,4,4,6,6,4,8,8,10,10,10,10,12,12,12,12,12,12,8,8,8,8,8,8,8,10,10,10,10,8,6,6,6,6,6,6,6,4,4,4,8,6,6,6,10,8,8,8,10,12,12,12,8,10,10,10,2,4,4,4,2,4,4,4,6,8,8,8,12,14,14,14,8,10,12,12,10,12,6,8,8,8,4,3,2,1,6,5,8,7,12,11,8,7,6,5,10,9,8,7,10,9,4,3,6,5,4,3,6,5,6,5,8,7,8,7,10,9,4,3,6,5,10,9,8,7,12,11,12,11,8,7,12,11,14,13,10,9,12,11,8,7,10,9,8,7,8,7,4,3,4,3,6,5,10,9,6,5,6,5,4,3,
175,175,175,175,6,6,6,6,6,0,2,10,10,8,8,10,10,8,12,12,14,14,14,14,16,16,16,16,16,16,12,12,12,12,12,12,12,14,14,14,14,10,4,4,8,8,8,4,2,6,2,4,8,8,8,10,14,12,12,12,6,8,8,8,4,6,6,6,4,6,6,6,6,8,8,8,10,12,12,12,16,18,18,18,12,14,16,16,14,16,8,10,10,10,6,5,6,5,2,1,12,11,8,7,10,9,8,7,6,5,4,3,8,7,8,7,10,9,8,7,10,9,10,9,12,11,12,11,14,13,6,5,8,7,14,13,12,11,16,15,16,15,12,11,8,7,18,17,14,13,16,15,12,11,14,13,10,9,10,9,6,5,8,7,4,3,6,5,8,7,4,3,4,3,
175,175,175,175,6,6,6,6,6,2,0,10,10,8,8,10,10,8,12,12,14,14,14,14,16,16,16,16,16,16,12,12,12,12,12,12,12,14,14,14,14,10,4,4,8,8,8,4,2,6,2,4,8,8,8,10,14,12,12,12,6,8,8,8,4,6,6,6,4,6,6,6,6,8,8,8,10,12,12,12,16,18,18,18,12,14,16,16,14,16,8,10,10,10,6,5,6,5,2,1,12,11,8,7,10,9,8,7,6,5,4,3,8,7,8,7,10,9,8,7,10,9,10,9,12,11,12,11,14,13,6,5,8,7,14,13,12,11,16,15,16,15,12,11,8,7,18,17,14,13,16,15,12,11,14,13,10,9,10,9,6,5,8,7,4,3,6,5,8,7,4,3,4,3,
